sample_id,treatment,day,voc,class_label
87,TA 1,6,"['trimethylamine', 'methanethiol', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'pentane', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'methyl formate', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'methylcyclopentane', '2-methyl-2-propanethiol', 'diisopropyl ether', '2-methylfuran', 'ethane, 1,1-dichloro-', 'ethane, 1,1-dichloro-', 'vinyl acetate', '2-methyl-2-propanethiol', '3-buten-2-one', '2-methylfuran', 'tetrahydrofuran', 'methyl propanoate', '1-propanethiol', 'trichloroethane', 'ethene, 1,2-dichloro, (z)-', 'butan-2-one', 'chloroform', '2-butanol', 's(+)-2-butanol', 'methane, bromochloro-', 'heptane', '2-ethyl furan', 'fluorobenzene', 'methyl isobutyrate', '2,2,4-trimethylpentane', 'ethyl propanoate', '1,2-dichloropropane', '3-pentanone', 'pentanal', 'ethyl acrylate', 'acetic acid', 'octane', '(e)-4-octene', '1-octene', '3-ethylhexane', '(e)-2-octene', '2,4-octadiene', '(e)-4-octene', '3-pentanol', 'methane, bromodichloro-', '1-hexen-3-ol', 'pentanol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '1-hexen-3-one', 'edb', '2-hexanol', 'dibromochloromethane', '(z)-3-hexenal', 'hexanal', '2-ethyl-6-methylpyrazine', '2-ethyl-5-methylpyrazine', '2-ethyl-3-methylpyrazine', 'z-3-hexen-1-ol, acetate', 'putrescine', 'cis-decalin', '2-isopropyl-3-methoxypyrazine', 'p-menthatriene', '2-ethyl-5,6-dimethylpyrazine', 'undecane', '(z)-3-hexenyl isobutyrate', '2-butenoic acid, pentyl ester', 'hexyl isobutyrate', 'ethyl cyclohexanecarboxylate', 'benzene, pentyl-', 'phenol, 2-methyl-', 'homofuraneol', 'benzoic acid', 'ethyl-4-hydroxymethyl- 3(2h)-furanone', 'maltol', 'p-anisaldehyde', 'dichlorvos', '5-ethyl-3-hydroxy-4-methyl-2(5h)-furanone', '5-methyltetradecane', '6-methyl tetradecane', 'delta-decalactone', 'coumarin', 'delta-decalactone', '2,4-dinitrotoluene', '(e)-cinnamic acid']",moderate
88,TA 1,6,"['trimethylamine', 'methanethiol', 'methanol', 'methyl formate', 'acetaldehyde', 'methanethiol', 'pentane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'dimethyl sulfide', 'diethyl ether', 'furan', 'propan-2-one', 'ethanethiol', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'methylcyclopentane', '2-methylfuran', '1-propanethiol', 'ethyl acetate', '2,2-dichloropropane', 'tetrahydrofuran', 'methyl propanoate', '1-propanethiol', 'ethene, 1,2-dichloro, (z)-', 'methyl 2-propenoate', 'butan-2-one', '2-butanol', 'chloroform', 's(+)-2-butanol', 'methane, bromochloro-', 'acetic acid', 'formic acid', '1-propanol, 2-methyl-', '1-methoxy-2-propanol', '1-penten-3-one', 'acetic acid', 'n-butanol', '1-methoxy-2-propanol', 'pent-1-en-3-ol', 'pentan-2-one', '1-chloropentane', '1-octene', 'ethyl isobutyrate', 'toluene', '2-methylthiophene', 'pentanol', '1-hexen-3-ol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '1-hexen-3-one', 'dibromochloromethane', '2-hexanol', '(z)-3-hexenal', 'hexanal', 'edb']",moderate
89,TA 1,6,"['trimethylamine', 'acetaldehyde', 'methanethiol', 'methyl formate', 'methanol', 'pentane', 'acetaldehyde', 'methanethiol', 'methanol', '2-methylbutane', 'methyl formate', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'methyl 2-propenoate', 'ethene, 1,2-dichloro, (z)-', '2,2-dichloropropane', 'ethyl acetate', '1-propanethiol', '2,2,4-trimethylpentane', 'hexamethyldisiloxane', '3-methylhexane', 'heptane', '3-ethylpentane', 'ethyl propanoate', '1,2-dichloropropane', '3-pentanone', 'pentanal', 'ethyl acrylate', 'acetic acid', 'formic acid', 'octane', '(e)-4-octene', '1-octene', '1-hydroxy-2-propanone', 'acetic acid', 'n-butanol', '3-pentanol', 'methane, bromodichloro-', 'acetoin', '1-hexen-3-ol', 'pentanol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', 'edb', '2-hexanol', 'dibromochloromethane', '(z)-3-hexenal', 'hexanal', 'pentanoic acid', 'hexyl acetate', '2-ethyl-5-methylpyrazine', '2-ethyl-3-methylpyrazine', 'z-3-hexen-1-ol, acetate', 'octanal', 'trimethylpyrazine', '2-octanol', '3-octanol', 'propionylpyrroline', 'decane, 5-ethyl', 'hexylcyclopentane', 'cyclopentasiloxane, decamethyl-', 'decane, 4-ethyl', '6-methylundecane', 'n-nonanal', '2-nonanol', 'ethyl 3-(methylthio)propanoate', '3-nonanol', '(z,z)-3,6-nonadienal', 'n-hexylbenzene', 'tridecane', '(r)-linden ether', 'triethyl phosphate', 'phenol, 2,6-dimethyl-', '3-dodecanol', '2-dodecanone', 'beta-damascenone', 'dodecanal', '1,2,4-trimethoxybenzene', 'methyl eugenol', 'p-menthadienhydroperoxide', 'trans-4,5-epoxy-(e)-2-decenal', '(e)-methyl cinnamate', 'methyl cinnamate']",moderate
90,TA 1,6,"['trimethylamine', 'methanethiol', 'methanethiol', 'acetaldehyde', '2-methylbutane', 'trimethylamine', 'methyl formate', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'ethane, 1,1-dichloro-', 'ethene, 1,2-dichloro, (e)-', 'vinyl acetate', '2-methyl-2-propanethiol', 'diisopropyl ether', 'cyclohexane', 'trichloroethane', 'hexane, 2-methyl-', '1,1-dichloropropene', '3-methylhexane', '2,2,4-trimethylpentane', 'heptane', '3-ethylpentane', 'hexamethyldisiloxane', '3-methylhexane', 'acetic acid', 'formic acid', '1-propanol, 2-methyl-', '4-methylheptane', '2-methylheptane', 'acetic acid', 'octane', '(e)-4-octene', '1-octene', '3-ethylhexane', '3-methylfuran', 'pentanol', '1-hexen-3-ol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', 'dibromochloromethane', '2-hexanol', '(z)-3-hexenal', 'hexanal', 'edb', 'octadienone', '2,3-octanedione', '1,5-octadienone', '1-octen-3-ol', 'butyl methacrylate', 'pentanoic acid', 'octanal', 'trimethylpyrazine', '2-octanol', 'propionylpyrroline', '2-(5h)-furanone', '(e,z)-2,4-heptadienal', '2,4-heptadienal (z,z)', 'dimethyl fumarate', 'decane, 5-ethyl', 'n-nonanal', '2-nonanol', 'ethyl 3-(methylthio)propanoate', '3-nonanol', 'fenchol', 'n-hexylbenzene', 'tridecane', '(r)-linden ether', 'homofuraneol', 'benzoic acid', '(e)-cinnamaldehyde', 'epoxy-2-nonenal', 'p-anisaldehyde', 'geranial', '4-ethylguaiacol', 'caprolactam', 'delta-octalactone', '[e]-whiskey lactone', 'anisyl alcohol', 'indole']",moderate
91,TA 1,8,"['trimethylamine', 'methanethiol', '2-methylbutane', 'pentane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'tetrahydrofuran', '1-butanamine', 'methyl propanoate', 'trichloroethane', 'methane, bromochloro-', '1,2-dichloropropane', 'pentanal', 'ethyl acrylate', 'dibromomethane', 'methyl butanoate', '3-ethylhexane', '3-methylheptane', '1-chloropentane', '2-methylheptane', '4-methylheptane', '1-hexen-3-ol', 'pentanol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '1-hexen-3-one', 'edb', '2-hexanol', 'dibromochloromethane', '3-hexanol', '(z)-3-hexenal', '4-methoxy-2-methyl-2-mercaptobutane', 'propyl 2-methyl-2-propenoate', 'heptanal', '2-pentanone, 3-mercapto-', '(z)-4-heptenal', '2,6-dimethyl-3-octene', 'heptan-2-ol', 'butane, 1,4-dichloro-', '2,5-dimethylpyrazine', 'dihydro-2(3h)-furanone', 'pentanoic acid', '3-mercapto-4-methyl-2-pentanone', 'undecane', 'terpinolene', '1-octen-3-ol', 'undecane', 'cis-decalin', 'terpinolene', '3-octanol', '2-octanol', 'decane, 5-ethyl', 'cyclopentasiloxane, decamethyl-', 'decane, 4-ethyl', '6-methylundecane', '5-methylundecane', 'phenol', 'hexanoic acid', 'methyl cyclohexanecarboxylate', 'delta-valerolactone', 'ethyl 3-(methylthio)propanoate', 'tridecane', 'triethyl phosphate', 'phenol, 2,6-dimethyl-', '2-phenylethanol', 'maltol']",spoiled
92,TA 1,8,"['trimethylamine', 'methanethiol', '2-methylbutane', 'acetaldehyde', 'methanol', 'methyl formate', 'methanethiol', '2-methylbutane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'propan-2-one', 'dimethyl sulfide', '2-propanol', '2-methyl-2-propanol', 'ethene, 1,2-dichloro, (z)-', 'methyl 2-propenoate', '1-propanethiol', 'ethyl acetate', '2,2-dichloropropane', 'tetrahydrofuran', 'methyl propanoate', '1-butanamine', 'trichloroethane', 'methane, bromochloro-', 'acetic acid', 'formic acid', '3-methylheptane', '3-ethylhexane', '2-methylheptane', '3-methylfuran', '3-methyl-octane', '3-ethylheptane', '2-methyl octane', '4-methyl-octane', '(e)-2-penten-1-ol', 'pentanol', '1-hexen-3-ol', 'propanoic acid', '2-mercaptoethanol', 'octamethylcyclotetrasiloxane', 'beta-pinene', '()-.-beta-.-pinene', 'nonane 3-methyl', '5-methyl-4-nonene', '3-octanol', '2-octanol', 'benzaldehyde', 'ethyl (methylthio)acetate', '2-octanone', 'decane, 5-ethyl', 'cyclopentasiloxane, decamethyl-', 'decane, 4-ethyl', '6-methylundecane', '5-methylundecane', '2-(5h)-furanone', 'p-menthatriene', '()-cis-rose oxide', 'propionic acid hexyl ester', 'butyl pentanoate', 'phenol', 'hexanoic acid', 'methyl cyclohexanecarboxylate', 'delta-valerolactone', 'ethyl 3-(methylthio)propanoate']",spoiled
93,TA 1,8,"['trimethylamine', 'methanethiol', '2-methylbutane', 'acetaldehyde', 'methanol', 'methanethiol', 'pentane', 'methyl formate', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'propan-2-one', 'dimethyl sulfide', '2-propanol', '2-methyl-2-propanol', 'methylcyclopentane', '2-methyl-2-propanethiol', 'diisopropyl ether', '2-methylfuran', 'hexane', '2,2,4-trimethylpentane', 'heptane', '3-ethylpentane', 'hexamethyldisiloxane', '3-methylhexane', '1-propanol', 'tetrahydrofuran', 'methyl propanoate', '1-butanamine', 'trichloroethane', '2-methylbutanal', 'benzene', 'isopropyl acetate', 'thiophene', '3-methylbutanal', 'n-butanol', '1-methoxy-2-propanol', '1-penten-3-one', 'trometamol', 'pent-1-en-3-ol', '3-ethylhexane', '3-methylheptane', '1-chloropentane', '2-methylheptane', '4-methylheptane', 'acetoin', '1-hexen-3-ol', 'pentanol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '2-hexanol', 'edb', 'dibromochloromethane', '3-hexanol', '(z)-3-hexenal', 'octamethylcyclotetrasiloxane', 'beta-pinene', '()-.-beta-.-pinene', 'decadiene-1,9', 'decane', '2,6-dimethyl-3-octene', 'heptan-2-ol', 'butane, 1,4-dichloro-', '2,5-dimethylpyrazine', 'dihydro-2(3h)-furanone', '1, 8-cineole', 'gamma-terpinene', 'butylbenzene', 'dipentëne / terpëne/limonene', 'benzene, 1,2-dichloro-', 'undecane', 'cis-decalin', 'terpinolene', '3-octanol', '2-octanol', 'decane, 5-ethyl', 'cyclopentasiloxane, decamethyl-', 'decane, 4-ethyl', '6-methylundecane', '5-methylfurfural', 'hexyl isobutyrate', '(z)-3-hexenyl isobutyrate', 'benzene, pentyl-', '2,3-diethyl-5-methylpyrazine', '2-butenoic acid, pentyl ester', '1-p-menthen-8-thiol', 'n-hexylbenzene', 'tridecane', '6-methyl-tridecane', 'tridecane, 7-methyl-', '1-p-menthen-8-thiol', 'pentyl hexanoate', 'butyl heptanoate', 'hexyl pentanoate', 'propyl octanoate']",spoiled
94,TA 1,8,"['trimethylamine', 'methanethiol', 'methyl formate', '2-methylbutane', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'methyl formate', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'acetonitrile', 'acrylonitrile', 'ethene, 1,2-dichloro, (e)-', 'tert-butylmethylether', '2-methylpropanal', 'hexane, 2-methyl-', 'cyclohexane', '3-methylhexane', '3-ethylpentane', 'hexamethyldisiloxane', 'butane-2,3-dione', 'butan-2-one', '3-buten-2-one', 'butanal', 's(+)-2-butanol', 'butan-2-one', '2-butanol', 'chloroform', 's(+)-2-butanol', 'tetrahydrofuran', '2-methylbutanal', 'benzene', 'isopropyl acetate', 'thiophene', '3-methylbutanal', 'pentanal', '1,2-dichloropropane', 'ethyl acrylate', '3-pentanone', 'dibromomethane', 'n-butanol', '2,3-pentanedione', 'methyl butanoate', 'dibromomethane', 'ethyl acrylate', '3-methylfuran', 'nonane', 'dibutyl ether', '1-hexen-3-ol', 'pentanol', '2-hexanol', 'edb', 'dibromochloromethane', '(z)-3-hexenal', '3-hexanol', 'butyl 2-propenoate', '2-pentanone, 3-mercapto-', 'butyl propanoate', 'propyl 2-methyl-2-propenoate', 'pentyl acetate', '4-heptanol', '1-hexanol', '(z)-2-hexen-1-ol', 'e-2-hexen-1-ol', '1-heptene-3-one', 'pentanoic acid', 'undecane', 'cis-decalin', 'terpinolene', '3-octanol', 'decane, 5-ethyl', 'cyclopentasiloxane, decamethyl-', 'decane, 4-ethyl', '6-methylundecane', '5-methylundecane', 'phenol', 'hexanoic acid', 'methyl cyclohexanecarboxylate', '2-butyloctanol', 'delta-valerolactone', '1,3,8 para-menthatriene', 'phenol, 2,6-dimethyl-', 'sotolon', 'homofuraneol', 'n-hexylbenzene', 'naphthalene', 'citronellol', 'quinoxaline', 'nerol', '(e, e)-2,4-nonadienal', 'pentadecane', 'alpha-selinene', '[e]-whiskey lactone', 'delta-octalactone', 'anisyl alcohol', 'delta-decalactone', 'coumarin', '2,4-dinitrotoluene']",spoiled
95,TA 1,8,"['methanethiol', '2-methylbutane', 'trimethylamine', 'methyl formate', 'pentane', 'acetaldehyde', 'methanethiol', 'methanol', '2-methylbutane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'propan-2-one', 'dimethyl sulfide', '2-propanol', '2-methyl-2-propanol', 'tetrahydrofuran', 'methyl propanoate', '1-butanamine', 'trichloroethane', 'methane, bromochloro-', 'pentanal', '1,2-dichloropropane', 'ethyl acrylate', '3-pentanone', 'dibromomethane', '2,3-pentanedione', 'methyl butanoate', 'dibromomethane', 'pentanal', 'ethyl acrylate', 'ethylcyclohexane', 'propylcyclopentane', '3-methyl-2-butene-1-thiol', '4-ethenylcyclohexene', '4-ethylheptane', '1-hexen-3-ol', 'pentanol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '1-hexen-3-one', '2-hexanol', 'edb', 'dibromochloromethane', '(z)-3-hexenal', '3-hexanol', '1-octen-3-ol', '1,5-octadienone', 'octadienone', '2,3-octanedione', '2-octanone', 'undecane', 'cis-decalin', 'terpinolene', '3-octanol', 'benzaldehyde', 'decane, 5-ethyl', '5-methylfurfural', 'cyclopentasiloxane, decamethyl-', 'decane, 4-ethyl', '6-methylundecane', 'n-nonanal', 'ethyl 3-(methylthio)propanoate', 'fenchol', 'ethyl cyclohexanecarboxylate', '2-nonanol']",spoiled
96,TA 1,8,"['trimethylamine', 'methanethiol', '2-methylbutane', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'methyl formate', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'ethene, 1,2-dichloro, (z)-', 'methyl 2-propenoate', '1-propanethiol', 'ethyl acetate', '2,2-dichloropropane', 'tetrahydrofuran', 'methyl propanoate', '1-butanamine', 'trichloroethane', 'methane, bromochloro-', 'formic acid', 'pentanal', '1,2-dichloropropane', 'ethyl acrylate', '3-pentanone', '2,3-pentanedione', 'methyl butanoate', 'dibromomethane', 'ethyl acrylate', 'pentanal', '1-hexen-3-ol', 'pentanol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '1-hexen-3-one', '2-hexanol', 'edb', 'dibromochloromethane', '(z)-3-hexenal', 'hexanal', 'propyl 2-methyl-2-propenoate', '4-methoxy-2-methyl-2-mercaptobutane', 'heptanal', '2-pentanone, 3-mercapto-', '(z)-4-heptenal', 'decane', '5-methyl-4-nonene', '1,3,5-trimethylbenzene', 'octamethylcyclotetrasiloxane', '()-.-beta-.-pinene', 'undecane', 'terpinolene', 'pentanoic acid', '3-mercapto-4-methyl-2-pentanone', '2-octanone', 'undecane', 'cis-decalin', 'terpinolene', 'pentanoic acid', 'benzaldehyde', '5-methylfurfural', '(e,z)-2,4-heptadienal', 'aniline', '3-methyl-3-sulfanylbutanol-1-ol', '2-(2-ethoxyethoxy)ethanol', 'phenol', 'hexanoic acid', 'methyl cyclohexanecarboxylate', 'delta-valerolactone', 'hexyl isobutyrate', 'tridecane', 'phenol, 2-methyl-', 'n-hexylbenzene', '3-methyl-dodecane', '3-ethylundecane', 'tridecane', 'triethyl phosphate', 'phenol, 2,6-dimethyl-', '1,3,8 para-menthatriene', 'sotolon', 'delta-decalactone', 'coumarin', '2,4-dinitrotoluene']",spoiled
97,TA 1,8,"['trimethylamine', 'methanethiol', '2-methylbutane', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'methyl formate', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', '2-methylbutane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'propan-2-one', 'dimethyl sulfide', '2-propanol', '2-methyl-2-propanol', 'ethyl acetate', '2,2-dichloropropane', '1-propanethiol', 'ethene, 1,2-dichloro, (z)-', 'methyl 2-propenoate', 'ethene, 1,2-dichloro, (z)-', 'methyl 2-propenoate', '1-propanethiol', 'ethyl acetate', '2,2-dichloropropane', 'butan-2-one', '2-butanol', 's(+)-2-butanol', 'chloroform', 'methane, bromochloro-', 'methyl isobutyrate', 'trichloroethylene', 'fluorobenzene', '2-ethyl furan', 'thiophene', 'acetic acid', 'formic acid', '3-pentanone', 'pentan-2-one', 'pentanal', 'acetic acid', '2,3-pentanedione', 'methyl butanoate', 'dibromomethane', 'pentanal', 'pentan-2-ol', 'pentan-2-one', '3-pentanol', 'pent-1-en-3-ol', '2,3-pentanedione', 'nonane', 'dibutyl ether', '3-methylfuran', '1-hexen-3-ol', 'pentanol', '2-hexanol', 'edb', 'dibromochloromethane', '(z)-3-hexenal', '3-hexanol', '1-heptene-3-one', '1-hexanol', '4-heptanol', 'cis-3-hexenol', '3-heptanone', '4-heptanol', '1-hexanol', '(z)-2-hexen-1-ol', 'e-2-hexen-1-ol', '1-heptene-3-one', '()-.-beta-.-pinene', 'decadiene-1,9', 'beta-pinene', 'decane', 'sabinene', 'hexyl acetate', 'trans-hex-2-enyl acetate', 'alpha-terpinene', 'heptyl mercaptan', 'octanal', 'undecane', 'cis-decalin', 'terpinolene', '3-octanol', 'benzaldehyde', 'decane, 5-ethyl', 'decane, 4-ethyl', 'cyclopentasiloxane, decamethyl-', '6-methylundecane', '5-methylundecane', 'ethyl 3-(methylthio)propanoate', 'fenchol', 'n-nonanal', 'ethyl cyclohexanecarboxylate', 'limonene oxide']",spoiled
98,TA 1,8,"['trimethylamine', 'methanethiol', '2-methylbutane', 'acetaldehyde', 'methanol', 'methanethiol', 'pentane', 'methyl formate', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'carbon disulfide', '1-propanol', 'butanal', '3-buten-2-one', 'acetonitrile', 'ethene, 1,2-dichloro, (z)-', '1-propanethiol', 'methyl 2-propenoate', 'chloroform', 'ethyl acetate', 'methane, bromochloro-', 'chloroform', 'methyl propanoate', 'ethene, 1,2-dichloro, (z)-', '1-butanamine', 'fluorobenzene', 'methyl isobutyrate', '2-ethyl furan', 'trichloroethylene', 'heptane', 'ethyl acrylate', '1,2-dichloropropane', 'pentanal', 'dibromomethane', 'methyl butanoate', '3-ethylhexane', '3-methylheptane', '1-chloropentane', 'dimethyl disulfide', '2-methylheptane', '1-hexen-3-ol', '(e)-2-penten-1-ol', 'pentanol', '1-hexen-3-one', 'ethane, 1,1,2-trichloro-', 'edb', '2-hexanol', '3-hexanol', 'dibromochloromethane', '(z)-3-hexenal', '2-methylpropanoic acid', '2,3-butanediol', '4-heptanol', '1-hexanol', '(z)-2-hexen-1-ol', 'decane', 'octamethylcyclotetrasiloxane', '1,3,5-trimethylbenzene', '5-methyl-4-nonene', 'beta-pinene', 'decane', '1,3,5-trimethylbenzene', 'octamethylcyclotetrasiloxane', '()-.-beta-.-pinene', 'o-chlorotoluene', 'decane', '1,3,5-trimethylbenzene', '()-.-beta-.-pinene', 'o-chlorotoluene', 'decadiene-1,9', 'pentyl acrylate', '2,4,5-trimethylthiazole', 'ethyl hexanoate', 'propyl pentanoate', 'z-3-hexen-1-ol, acetate', '1-octen-3-ol', '1,5-octadienone', 'octadienone', '2-octanone', '2,3-octanedione', '3-octanol', '2-octanol', 'benzaldehyde', 'ethyl (methylthio)acetate', '2-octanone', '5-methylfurfural', '(e,z)-2,4-heptadienal', 'aniline', '3-methyl-3-sulfanylbutanol-1-ol', '2-(2-ethoxyethoxy)ethanol', 'hexyl isobutyrate', '(z)-3-hexenyl isobutyrate', '2-butenoic acid, pentyl ester', 'benzene, pentyl-', '2,3-diethyl-5-methylpyrazine', 'methyl salicylate', 'n-hexylbenzene', '1-p-menthen-8-thiol', '2-decanol', 'p-methylacetophenone', '1,3-cyclopentadiene, 1,2,3,4,5,5-hexachloro-', 'methyl decanoate', '1-decanethiol', 'anethole', 'heptyl crotonate', 'delta-decalactone', 'coumarin', 'histamine']",spoiled
99,TA 1,8,"['methanethiol', '2-methylbutane', 'trimethylamine', 'methyl formate', 'acetaldehyde', 'methanethiol', 'methanol', '2-methylbutane', 'methyl formate', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'propan-2-one', 'dimethyl sulfide', '2-propanol', '2-methyl-2-propanol', 'ethene, 1,2-dichloro, (z)-', 'methyl 2-propenoate', '1-propanethiol', 'ethyl acetate', '2,2-dichloropropane', 'chloroform', 'tetrahydrofuran', 'methane, bromochloro-', 'methyl propanoate', 'ethene, 1,2-dichloro, (z)-', '2-methylbutanal', 'benzene', 'isopropyl acetate', '3-methylbutanal', 'thiophene', 'formic acid', 'octane', '3-ethylhexane', '3-methylheptane', '2-methylheptane', '3-ethylhexane', '3-methylheptane', '2-methylheptane', '4-methylheptane', '1-chloropentane', '(e)-2-penten-1-ol', '1-hexen-3-ol', 'pentanol', 'propanoic acid', 'ethane, 1,1,2-trichloro-', '3-octanol', 'benzaldehyde', '2-octanol', 'ethyl (methylthio)acetate', '2-octanone', 'decane, 5-ethyl', 'cyclopentasiloxane, decamethyl-', 'decane, 4-ethyl', '6-methylundecane', '5-methylundecane', '2-isopropyl-3-methoxypyrazine', '2-ethyl-5,6-dimethylpyrazine', 'butyl pentanoate', '2-ethyl-3,6-dimethylpyrazine', 'ethyl heptanoate', '3-nonanol', 'ethyl 3-(methylthio)propanoate', '2-nonanol', 'linalool', '(z,z)-3,6-nonadienal', '1,2-dibromo-3-chloropropane', 'p-cresol', 'delta-hexalactone', 'm-cresol', 'sotolon']",spoiled
100,TA 1,8,"['methanethiol', '2-methylbutane', 'trimethylamine', 'methyl formate', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', '2-methylbutane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'ethene, 1,2-dichloro, (z)-', 'methyl 2-propenoate', '1-propanethiol', 'ethyl acetate', 'chloroform', '2-butanol', 'butan-2-one', 'chloroform', 's(+)-2-butanol', 'methane, bromochloro-', 'acetic acid', 'formic acid', '3-ethylhexane', '3-methylheptane', '2-methylheptane', '3-ethylhexane', '3-methylheptane', '1-chloropentane', '2-methylheptane', '4-methylheptane', '3-methylfuran', '1-hexen-3-ol', '(e)-2-penten-1-ol', 'pentanol', 'ethane, 1,1,2-trichloro-', 'edb', '2-hexanol', 'dibromochloromethane', '3-hexanol', '(z)-3-hexenal', '2-methylpropanoic acid', '2,3-butanediol', 'octamethylcyclotetrasiloxane', 'beta-pinene', '()-.-beta-.-pinene', '3-octanol', '2-octanol', '2-octanone', 'benzaldehyde', 'ethyl (methylthio)acetate', 'decane, 5-ethyl', 'cyclopentasiloxane, decamethyl-', 'decane, 4-ethyl', '6-methylundecane', '5-methylundecane', 'phenol', 'hexanoic acid', 'methyl cyclohexanecarboxylate', 'hexyl isobutyrate', '(z)-3-hexenyl isobutyrate', 'tridecane', 'benzoic acid', 'homofuraneol', 'ethyl-4-hydroxymethyl- 3(2h)-furanone', 'maltol', '1,9-nonanediol', 'histamine']",spoiled
