Sample_ID,Treatment,Day,Replicate ,Microbial Load (LOG),VOC,Revalence Index,,,,,
6,TA 1,0,3,2.26,2-Dodecanone,92.23,,,,,
6,TA 1,0,3,2.26,alpha-Selinene,95.6,,,,,
6,TA 1,0,3,2.26,pentadecane,94.5,,,,,
6,TA 1,0,3,2.26,Octyl pentanoate,94.42,,,,,
6,TA 1,0,3,2.26,heptyl hexanoate,94.34,,,,,
6,TA 1,0,3,2.26,"Nonanoic acid, butyl ester",94.29,,,,,
6,TA 1,0,3,2.26,4-Tridecanol,94.8,,,,,
6,TA 1,0,3,2.26,beta-Himachalene,94.68,,,,,
6,TA 1,0,3,2.26,2-Tridecanone,94.65,,,,,
6,TA 1,0,3,2.26,propionic acid decyl ester,94.49,,,,,
6,TA 1,0,3,2.26,2-tridecanol,94.4,,,,,
6,TA 1,0,3,2.26,2-Tridecanone,93.42,,,,,
6,TA 1,0,3,2.26,4-Tridecanol,93.25,,,,,
6,TA 1,0,3,2.26,2-tridecanol,93.17,,,,,
6,TA 1,0,3,2.26,3-Tridecanol,92.82,,,,,
6,TA 1,0,3,2.26,beta-Himachalene,92.62,,,,,
7,TA 1,0,3,2.24,Acetaldehyde,18.12,,,,,
7,TA 1,0,3,2.24,Methanethiol,18.03,,,,,
7,TA 1,0,3,2.24,2-Methylbutane,0.04,,,,,
7,TA 1,0,3,2.24,Acetaldehyde,51.06,,,,,
7,TA 1,0,3,2.24,Methanol,49.1,,,,,
7,TA 1,0,3,2.24,Methanethiol,49.09,,,,,
7,TA 1,0,3,2.24,2-Methylbutane,47.89,,,,,
7,TA 1,0,3,2.24,Pentane,4.81,,,,,
7,TA 1,0,3,2.24,Acetaldehyde,31.76,,,,,
7,TA 1,0,3,2.24,Methanol,31.67,,,,,
7,TA 1,0,3,2.24,Methanethiol,30.15,,,,,
7,TA 1,0,3,2.24,2-Methylbutane,29.42,,,,,
7,TA 1,0,3,2.24,Pentane,3.08,,,,,
7,TA 1,0,3,2.24,Propanal,95.54,,,,,
7,TA 1,0,3,2.24,Propenal,95.33,,,,,
7,TA 1,0,3,2.24,ethyl chloride,93.91,,,,,
7,TA 1,0,3,2.24,ethanol,92.9,,,,,
7,TA 1,0,3,2.24,propan-2-one,90.9,,,,,
7,TA 1,0,3,2.24,Methyl acetate,97.77,,,,,
7,TA 1,0,3,2.24,dimethyl sulfide,96,,,,,
7,TA 1,0,3,2.24,propan-2-one,95.78,,,,,
7,TA 1,0,3,2.24,2-propanol,92.97,,,,,
7,TA 1,0,3,2.24,2-Methyl-2-propanol,92.89,,,,,
7,TA 1,0,3,2.24,"butane-2,3-dione",89.8,,,,,
7,TA 1,0,3,2.24,Butanal,89.53,,,,,
7,TA 1,0,3,2.24,3-Buten-2-one,88.8,,,,,
7,TA 1,0,3,2.24,Methyl 2-propenoate,87.35,,,,,
7,TA 1,0,3,2.24,vinyl acetate,87.19,,,,,
7,TA 1,0,3,2.24,"butane-2,3-dione",75.08,,,,,
7,TA 1,0,3,2.24,Butanal,73.31,,,,,
7,TA 1,0,3,2.24,butan-2-one,73.2,,,,,
7,TA 1,0,3,2.24,2-butanol,72.96,,,,,
7,TA 1,0,3,2.24,3-Buten-2-one,72.71,,,,,
7,TA 1,0,3,2.24,Benzene,88.34,,,,,
7,TA 1,0,3,2.24,2-methylbutanal,88.33,,,,,
7,TA 1,0,3,2.24,Isopropyl acetate,88.03,,,,,
7,TA 1,0,3,2.24,Thiophene,87.39,,,,,
7,TA 1,0,3,2.24,3-methylbutanal,86.99,,,,,
7,TA 1,0,3,2.24,n-butanol,88.37,,,,,
7,TA 1,0,3,2.24,1-methoxy-2-propanol,87.63,,,,,
7,TA 1,0,3,2.24,1-penten-3-one,85.96,,,,,
7,TA 1,0,3,2.24,Trometamol,85.6,,,,,
7,TA 1,0,3,2.24,pent-1-en-3-ol,85.35,,,,,
7,TA 1,0,3,2.24,"2,3-Pentanedione",85.83,,,,,
7,TA 1,0,3,2.24,Methyl butanoate,85.61,,,,,
7,TA 1,0,3,2.24,Dibromomethane,85.5,,,,,
7,TA 1,0,3,2.24,Ethyl acrylate,84.98,,,,,
7,TA 1,0,3,2.24,Pentanal,84.96,,,,,
7,TA 1,0,3,2.24,n-butanol,74.58,,,,,
7,TA 1,0,3,2.24,1-Hydroxy-2-propanone,74.33,,,,,
7,TA 1,0,3,2.24,pentan-2-ol,73.52,,,,,
7,TA 1,0,3,2.24,pent-1-en-3-ol,73.52,,,,,
7,TA 1,0,3,2.24,pentan-2-one,72.91,,,,,
7,TA 1,0,3,2.24,Acetoin,94.84,,,,,
7,TA 1,0,3,2.24,Nonane,85.87,,,,,
7,TA 1,0,3,2.24,Dibutyl ether,83.78,,,,,
7,TA 1,0,3,2.24,3-methyl-octane,67.45,,,,,
7,TA 1,0,3,2.24,3-Ethylheptane,67.45,,,,,
7,TA 1,0,3,2.24,2-hexanol,97.15,,,,,
7,TA 1,0,3,2.24,EDB,97.04,,,,,
7,TA 1,0,3,2.24,Dibromochloromethane,96.87,,,,,
7,TA 1,0,3,2.24,(Z)-3-hexenal,96.71,,,,,
7,TA 1,0,3,2.24,3-hexanol,96.61,,,,,
7,TA 1,0,3,2.24,nonane 3-methyl,80.21,,,,,
7,TA 1,0,3,2.24,3-Ethyloctane,80.08,,,,,
7,TA 1,0,3,2.24,Octamethylcyclotetrasiloxane,79.98,,,,,
7,TA 1,0,3,2.24,5-Methyl-4-nonene,79.8,,,,,
7,TA 1,0,3,2.24,beta-Pinene,79.49,,,,,
7,TA 1,0,3,2.24,5-Methyl-4-nonene,94.03,,,,,
7,TA 1,0,3,2.24,Octamethylcyclotetrasiloxane,93.61,,,,,
7,TA 1,0,3,2.24,Decane,92.76,,,,,
7,TA 1,0,3,2.24,"1,3,5-trimethylbenzene",91.2,,,,,
7,TA 1,0,3,2.24,()-.-beta-.-Pinene,90.65,,,,,
7,TA 1,0,3,2.24,Decane,77.26,,,,,
7,TA 1,0,3,2.24,5-Methyl-4-nonene,76.13,,,,,
7,TA 1,0,3,2.24,"1,3,5-trimethylbenzene",75.96,,,,,
7,TA 1,0,3,2.24,Octamethylcyclotetrasiloxane,75.95,,,,,
7,TA 1,0,3,2.24,Myrcene,74.77,,,,,
7,TA 1,0,3,2.24,pentanoic acid,98.61,,,,,
7,TA 1,0,3,2.24,3-mercapto-4-methyl-2-pentanone,94.66,,,,,
7,TA 1,0,3,2.24,1-Octen-3-ol,67.63,,,,,
7,TA 1,0,3,2.24,octadienone,67.52,,,,,
7,TA 1,0,3,2.24,"1,5-octadienone",67.49,,,,,
7,TA 1,0,3,2.24,n-nonanal,91.83,,,,,
7,TA 1,0,3,2.24,ethyl 3-(methylthio)propanoate,91.65,,,,,
7,TA 1,0,3,2.24,Fenchol,91.6,,,,,
7,TA 1,0,3,2.24,Ethyl cyclohexanecarboxylate,91.3,,,,,
7,TA 1,0,3,2.24,2-nonanol,91.09,,,,,
7,TA 1,0,3,2.24,"Phenol, 2-methyl-",97.41,,,,,
7,TA 1,0,3,2.24,4-hydroxy-5-methyl-3(2H)-furanone,95.96,,,,,
7,TA 1,0,3,2.24,"2,4-Hexadienoic acid",95.39,,,,,
7,TA 1,0,3,2.24,m-cresol,94.96,,,,,
7,TA 1,0,3,2.24,p-Cresol,94.61,,,,,
7,TA 1,0,3,2.24,"1,3,8 para-Menthatriene",89.87,,,,,
7,TA 1,0,3,2.24,"Phenol, 2,6-dimethyl-",89.75,,,,,
7,TA 1,0,3,2.24,Sotolon,89.72,,,,,
7,TA 1,0,3,2.24,homofuraneol,89.46,,,,,
7,TA 1,0,3,2.24,"1,2-Dibromo-3-Chloropropane",89.19,,,,,
7,TA 1,0,3,2.24,"Tetradecane, 7-methyl",75.79,,,,,
7,TA 1,0,3,2.24,5-ethyl-3-hydroxy-4-methyl-2(5H)-furanone,74.9,,,,,
7,TA 1,0,3,2.24,ethyl maltol,73.2,,,,,
7,TA 1,0,3,2.24,Tetradecane,62.26,,,,,
7,TA 1,0,3,2.24,E-Tetradec-7-ene,62.11,,,,,
7,TA 1,0,3,2.24,Methyl undecanoate,97.11,,,,,
7,TA 1,0,3,2.24,1-Undecylthiol,96.32,,,,,
7,TA 1,0,3,2.24,octyl crotonate,96.29,,,,,
7,TA 1,0,3,2.24,2-Dodecanol,95.79,,,,,
7,TA 1,0,3,2.24,Decyl acetate,95.3,,,,,
7,TA 1,0,3,2.24,heptyl hexanoate,94.69,,,,,
7,TA 1,0,3,2.24,n-Octylbenzene,94.62,,,,,
7,TA 1,0,3,2.24,alpha-Selinene,94.45,,,,,
7,TA 1,0,3,2.24,"Heptanoic acid, hexyl ester",94.41,,,,,
7,TA 1,0,3,2.24,"Nonanoic acid, butyl ester",94.16,,,,,
7,TA 1,0,3,2.24,4-Tridecanol,83.33,,,,,
7,TA 1,0,3,2.24,1-Dodecanol,82.7,,,,,
7,TA 1,0,3,2.24,2-Tridecanone,82.4,,,,,
7,TA 1,0,3,2.24,2-tridecanol,82.18,,,,,
7,TA 1,0,3,2.24,beta-Himachalene,81.88,,,,,
8,TA 1,0,3,2.24,Trimethylamine,16.33,,,,,
8,TA 1,0,3,2.24,Pentane,92.85,,,,,
8,TA 1,0,3,2.24,Acetaldehyde,66.72,,,,,
8,TA 1,0,3,2.24,Methanol,64.17,,,,,
8,TA 1,0,3,2.24,Methanethiol,64.02,,,,,
8,TA 1,0,3,2.24,2-Methylbutane,62.46,,,,,
8,TA 1,0,3,2.24,Propanal,95.87,,,,,
8,TA 1,0,3,2.24,Propenal,95.66,,,,,
8,TA 1,0,3,2.24,ethyl chloride,93.89,,,,,
8,TA 1,0,3,2.24,ethanol,93.23,,,,,
8,TA 1,0,3,2.24,propan-2-one,91.22,,,,,
8,TA 1,0,3,2.24,Methyl acetate,83.68,,,,,
8,TA 1,0,3,2.24,dimethyl sulfide,81.88,,,,,
8,TA 1,0,3,2.24,propan-2-one,81.7,,,,,
8,TA 1,0,3,2.24,2-propanol,79.57,,,,,
8,TA 1,0,3,2.24,2-Methyl-2-propanol,79.5,,,,,
8,TA 1,0,3,2.24,"butane-2,3-dione",87.48,,,,,
8,TA 1,0,3,2.24,Butanal,86.93,,,,,
8,TA 1,0,3,2.24,3-Buten-2-one,86.22,,,,,
8,TA 1,0,3,2.24,Carbon disulfide,86.17,,,,,
8,TA 1,0,3,2.24,1-Propanol,85.71,,,,,
8,TA 1,0,3,2.24,2-butanol,80.14,,,,,
8,TA 1,0,3,2.24,butan-2-one,80.02,,,,,
8,TA 1,0,3,2.24,Chloroform,79.78,,,,,
8,TA 1,0,3,2.24,S(+)-2-butanol,79.73,,,,,
8,TA 1,0,3,2.24,"Methane, bromochloro-",79.29,,,,,
8,TA 1,0,3,2.24,Nonane,67.13,,,,,
8,TA 1,0,3,2.24,Dibutyl ether,65.5,,,,,
8,TA 1,0,3,2.24,"1,1,1,2-tetrachloroethane",64.97,,,,,
8,TA 1,0,3,2.24,EDB,53.44,,,,,
8,TA 1,0,3,2.24,2-hexanol,53.43,,,,,
8,TA 1,0,3,2.24,Butyl 2-propenoate,94.46,,,,,
8,TA 1,0,3,2.24,"2-Pentanone, 3-mercapto-",94.36,,,,,
8,TA 1,0,3,2.24,Butyl propanoate,94.01,,,,,
8,TA 1,0,3,2.24,Propyl 2-methyl-2-propenoate,93.87,,,,,
8,TA 1,0,3,2.24,Pentyl acetate,93.59,,,,,
8,TA 1,0,3,2.24,cis-Decalin,58.15,,,,,
8,TA 1,0,3,2.24,terpinolene,56.29,,,,,
8,TA 1,0,3,2.24,Undecane,55.47,,,,,
8,TA 1,0,3,2.24,"2-Ethyl-5,6-dimethylpyrazine",55.2,,,,,
8,TA 1,0,3,2.24,2-Isopropyl-3-methoxypyrazine,55.18,,,,,
8,TA 1,0,3,2.24,2-butyloctanol,90.26,,,,,
8,TA 1,0,3,2.24,"1,2,4-Trichlorobenzene",87.54,,,,,
8,TA 1,0,3,2.24,dodecane,87.33,,,,,
8,TA 1,0,3,2.24,2-Isobutyl-3-methoxypyrazine,86.03,,,,,
8,TA 1,0,3,2.24,2-Methoxy-3-(1-methylpropyl)pyrazine,85.72,,,,,
8,TA 1,0,3,2.24,Tridecane,88.96,,,,,
8,TA 1,0,3,2.24,1-p-menthen-8-thiol,88.08,,,,,
8,TA 1,0,3,2.24,quinoxaline,85.83,,,,,
8,TA 1,0,3,2.24,2-[(methyldithio)methyl]furan,85.72,,,,,
8,TA 1,0,3,2.24,epoxy-p-menthene,85.51,,,,,
8,TA 1,0,3,2.24,6-Methyl-tridecane,98.09,,,,,
8,TA 1,0,3,2.24,"Tridecane, 7-methyl-",97.56,,,,,
8,TA 1,0,3,2.24,4-ethyl dodecane,97.2,,,,,
8,TA 1,0,3,2.24,"Cyclopentane, octyl-",96.91,,,,,
8,TA 1,0,3,2.24,5-ethyl dodecane,96.91,,,,,
8,TA 1,0,3,2.24,"2,6-Dichlorophenol",96.55,,,,,
8,TA 1,0,3,2.24,ethyl maltol,96.28,,,,,
8,TA 1,0,3,2.24,"2-Cyclohexen-1-one, 2-methyl-5-(1-methylethenyl)-",95.31,,,,,
8,TA 1,0,3,2.24,methylnonanedione,95.15,,,,,
8,TA 1,0,3,2.24,(Z)-3-Phenyl-2-propenal,94.97,,,,,
8,TA 1,0,3,2.24,5-ethyl-3-hydroxy-4-methyl-2(5H)-furanone,98.28,,,,,
8,TA 1,0,3,2.24,alpha-Terpinen-7-al,96.59,,,,,
8,TA 1,0,3,2.24,4-ethylguaiacol,96.03,,,,,
8,TA 1,0,3,2.24,Geranial,95.98,,,,,
8,TA 1,0,3,2.24,epoxy-2-nonenal,95.7,,,,,
8,TA 1,0,3,2.24,Thymol,98.87,,,,,
8,TA 1,0,3,2.24,Cinnamaldehyde,98.69,,,,,
8,TA 1,0,3,2.24,Anisyl alcohol,98.28,,,,,
8,TA 1,0,3,2.24,4-vinylguaiacol,97.8,,,,,
8,TA 1,0,3,2.24,p-mentha-dien-hydroperoxide,97.51,,,,,
8,TA 1,0,3,2.24,gamma-nonalactone,87.08,,,,,
8,TA 1,0,3,2.24,tridecanal,69.72,,,,,
8,TA 1,0,3,2.24,Methyl dodecanoate,69.44,,,,,
8,TA 1,0,3,2.24,Undecyl acetate,69.41,,,,,
8,TA 1,0,3,2.24,2-tridecanol,69.25,,,,,
8,TA 1,0,3,2.24,Methyl dodecanoate,68.48,,,,,
8,TA 1,0,3,2.24,tridecanal,68.33,,,,,
8,TA 1,0,3,2.24,3-Tridecanol,67.96,,,,,
8,TA 1,0,3,2.24,bis(2-methyl-3-furanyl)disulfide,67.76,,,,,
8,TA 1,0,3,2.24,2-tridecanol,67.7,,,,,
9,TA 1,0,3,2.06,Trimethylamine,19.97,,,,,
9,TA 1,0,3,2.06,Acetaldehyde,76.23,,,,,
9,TA 1,0,3,2.06,Methanol,73.44,,,,,
9,TA 1,0,3,2.06,Methanethiol,73.2,,,,,
9,TA 1,0,3,2.06,Pentane,15.41,,,,,
9,TA 1,0,3,2.06,Methyl formate,7.82,,,,,
9,TA 1,0,3,2.06,Methanol,76.12,,,,,
9,TA 1,0,3,2.06,Acetaldehyde,73.21,,,,,
9,TA 1,0,3,2.06,Methyl formate,72.21,,,,,
9,TA 1,0,3,2.06,Methanethiol,13.13,,,,,
9,TA 1,0,3,2.06,Pentane,1.64,,,,,
9,TA 1,0,3,2.06,Propanal,95.77,,,,,
9,TA 1,0,3,2.06,Propenal,95.56,,,,,
9,TA 1,0,3,2.06,ethyl chloride,93.88,,,,,
9,TA 1,0,3,2.06,ethanol,93.13,,,,,
9,TA 1,0,3,2.06,propan-2-one,90.95,,,,,
9,TA 1,0,3,2.06,Methyl acetate,95.46,,,,,
9,TA 1,0,3,2.06,dimethyl sulfide,93.32,,,,,
9,TA 1,0,3,2.06,propan-2-one,93.28,,,,,
9,TA 1,0,3,2.06,2-propanol,90.76,,,,,
9,TA 1,0,3,2.06,2-Methyl-2-propanol,90.69,,,,,
9,TA 1,0,3,2.06,"butane-2,3-dione",95.96,,,,,
9,TA 1,0,3,2.06,Butanal,95.09,,,,,
9,TA 1,0,3,2.06,3-Buten-2-one,94.32,,,,,
9,TA 1,0,3,2.06,vinyl acetate,92.6,,,,,
9,TA 1,0,3,2.06,S(+)-2-butanol,92.49,,,,,
9,TA 1,0,3,2.06,"1,1-dichloropropene",64.73,,,,,
9,TA 1,0,3,2.06,Cyclohexane,63.46,,,,,
9,TA 1,0,3,2.06,Trichloroethane,63.43,,,,,
9,TA 1,0,3,2.06,3-Methylhexane,63.42,,,,,
9,TA 1,0,3,2.06,Benzene,63.38,,,,,
9,TA 1,0,3,2.06,2-methylbutanal,64.6,,,,,
9,TA 1,0,3,2.06,Benzene,64.4,,,,,
9,TA 1,0,3,2.06,Thiophene,64.17,,,,,
9,TA 1,0,3,2.06,Isopropyl acetate,64.17,,,,,
9,TA 1,0,3,2.06,3-methylbutanal,63.63,,,,,
9,TA 1,0,3,2.06,3-Ethylhexane,86.75,,,,,
9,TA 1,0,3,2.06,3-methylheptane,86.64,,,,,
9,TA 1,0,3,2.06,2-Methylheptane,85.19,,,,,
9,TA 1,0,3,2.06,n-butanol,85.14,,,,,
9,TA 1,0,3,2.06,4-Methylheptane,85.08,,,,,
9,TA 1,0,3,2.06,1-hexen-3-ol,85.38,,,,,
9,TA 1,0,3,2.06,(E)-2-penten-1-ol,85.17,,,,,
9,TA 1,0,3,2.06,pentanol,85.07,,,,,
9,TA 1,0,3,2.06,"Ethane, 1,1,2-trichloro-",84.45,,,,,
9,TA 1,0,3,2.06,"Propane, 1,3-dichloro-",84.23,,,,,
9,TA 1,0,3,2.06,EDB,76.84,,,,,
9,TA 1,0,3,2.06,2-hexanol,76.82,,,,,
9,TA 1,0,3,2.06,Dibromochloromethane,76.48,,,,,
9,TA 1,0,3,2.06,3-hexanol,76.39,,,,,
9,TA 1,0,3,2.06,(Z)-3-hexenal,76.35,,,,,
9,TA 1,0,3,2.06,"Cyclopentane, 1-ethyl-3-methyl-",94.31,,,,,
9,TA 1,0,3,2.06,Undecane,78.65,,,,,
9,TA 1,0,3,2.06,pentanoic acid,64.63,,,,,
9,TA 1,0,3,2.06,3-Methyldecane,64.38,,,,,
9,TA 1,0,3,2.06,2-methyldecane,63.48,,,,,
9,TA 1,0,3,2.06,Undecane,55.8,,,,,
9,TA 1,0,3,2.06,terpinolene,54.59,,,,,
9,TA 1,0,3,2.06,pentanoic acid,29.18,,,,,
9,TA 1,0,3,2.06,gamma-Terpinene,28.71,,,,,
9,TA 1,0,3,2.06,Butylbenzene,28.58,,,,,
9,TA 1,0,3,2.06,cis-Decalin,85.98,,,,,
9,TA 1,0,3,2.06,Undecane,84.96,,,,,
9,TA 1,0,3,2.06,terpinolene,84.95,,,,,
9,TA 1,0,3,2.06,2-Isopropyl-3-methoxypyrazine,84.24,,,,,
9,TA 1,0,3,2.06,"2-Ethyl-5,6-dimethylpyrazine",83.48,,,,,
9,TA 1,0,3,2.06,ethyl 3-(methylthio)propanoate,90.34,,,,,
9,TA 1,0,3,2.06,Fenchol,90.29,,,,,
9,TA 1,0,3,2.06,2-butyloctanol,90.19,,,,,
9,TA 1,0,3,2.06,n-nonanal,90.17,,,,,
9,TA 1,0,3,2.06,Limonene oxide,89.89,,,,,
9,TA 1,0,3,2.06,n-Hexylbenzene,63.78,,,,,
9,TA 1,0,3,2.06,1-p-menthen-8-thiol,63.64,,,,,
9,TA 1,0,3,2.06,"Phenol, 2,6-dimethyl-",63.35,,,,,
9,TA 1,0,3,2.06,"1,3,8 para-Menthatriene",63.29,,,,,
9,TA 1,0,3,2.06,(R)-linden ether,63.26,,,,,
9,TA 1,0,3,2.06,"2,6-dimethoxy-phenol",76.74,,,,,
9,TA 1,0,3,2.06,"N,N-dimethylacetamide",76.69,,,,,
9,TA 1,0,3,2.06,(Z)-3-Phenyl-2-propenal,76.04,,,,,
9,TA 1,0,3,2.06,Tetradecane,72.5,,,,,
9,TA 1,0,3,2.06,E-Tetradec-7-ene,72.32,,,,,
9,TA 1,0,3,2.06,"Tetradecane, 7-methyl",91.41,,,,,
9,TA 1,0,3,2.06,Tetradecane,91.18,,,,,
9,TA 1,0,3,2.06,alpha-Terpinen-7-al,86.98,,,,,
9,TA 1,0,3,2.06,4-ethylguaiacol,86.5,,,,,
9,TA 1,0,3,2.06,Geranial,86.45,,,,,
9,TA 1,0,3,2.06,(E)-Cinnamaldehyde,97.64,,,,,
9,TA 1,0,3,2.06,epoxy-2-nonenal,96.7,,,,,
9,TA 1,0,3,2.06,Geranial,96.57,,,,,
9,TA 1,0,3,2.06,Thymol,96.39,,,,,
9,TA 1,0,3,2.06,4-Octanolide,96.17,,,,,
9,TA 1,0,3,2.06,Thymol,98.68,,,,,
9,TA 1,0,3,2.06,Anisyl alcohol,98.43,,,,,
9,TA 1,0,3,2.06,[E]-whiskey lactone,97.59,,,,,
9,TA 1,0,3,2.06,4-Octanolide,97.59,,,,,
9,TA 1,0,3,2.06,(E)-Cinnamaldehyde,97.35,,,,,
9,TA 1,0,3,2.06,Anisyl alcohol,71.89,,,,,
9,TA 1,0,3,2.06,Thymol,71.52,,,,,
9,TA 1,0,3,2.06,[E]-whiskey lactone,71.27,,,,,
9,TA 1,0,3,2.06,delta-octalactone,70.72,,,,,
9,TA 1,0,3,2.06,Cinnamaldehyde,70.68,,,,,
9,TA 1,0,3,2.06,alpha-Selinene,92.39,,,,,
9,TA 1,0,3,2.06,8-methyl pentadecane,92.21,,,,,
9,TA 1,0,3,2.06,pentadecane,92.06,,,,,
9,TA 1,0,3,2.06,"Pentadecane, 7-methyl",91.98,,,,,
9,TA 1,0,3,2.06,"Tetradecane, 4-ethyl",91.74,,,,,
9,TA 1,0,3,2.06,bis(2-furylmethyl) sulfide,92.54,,,,,
9,TA 1,0,3,2.06,Methyl eugenol,91.96,,,,,
9,TA 1,0,3,2.06,"1,2,4-Thiadiazole, 5-ethoxy-3-(trichloromethyl)-",91.8,,,,,
9,TA 1,0,3,2.06,"Carbamothioic acid, butylethyl, S-propyl ester",91.69,,,,,
9,TA 1,0,3,2.06,tridecanal,58.43,,,,,
9,TA 1,0,3,2.06,delta-Nonalactone,94.55,,,,,
9,TA 1,0,3,2.06,Methyl eugenol,93.81,,,,,
9,TA 1,0,3,2.06,Skatole,93.69,,,,,
9,TA 1,0,3,2.06,Methyl dodecanoate,74.86,,,,,
9,TA 1,0,3,2.06,tridecanal,74.65,,,,,
10,TA 1,0,3,1.98,Trimethylamine,46.13,,,,,
10,TA 1,0,3,1.98,Acetaldehyde,63.02,,,,,
10,TA 1,0,3,1.98,Methanol,60.83,,,,,
10,TA 1,0,3,1.98,Methanethiol,60.63,,,,,
10,TA 1,0,3,1.98,Pentane,14.3,,,,,
10,TA 1,0,3,1.98,Methyl formate,6.05,,,,,
10,TA 1,0,3,1.98,Methanol,48,,,,,
10,TA 1,0,3,1.98,Acetaldehyde,46.16,,,,,
10,TA 1,0,3,1.98,Methyl formate,45.64,,,,,
10,TA 1,0,3,1.98,Methanethiol,19.34,,,,,
10,TA 1,0,3,1.98,Pentane,1.86,,,,,
10,TA 1,0,3,1.98,Propanal,95.67,,,,,
10,TA 1,0,3,1.98,Propenal,95.46,,,,,
10,TA 1,0,3,1.98,ethyl chloride,94.13,,,,,
10,TA 1,0,3,1.98,ethanol,93.03,,,,,
10,TA 1,0,3,1.98,propan-2-one,90.68,,,,,
10,TA 1,0,3,1.98,Methyl acetate,98.8,,,,,
10,TA 1,0,3,1.98,propan-2-one,96.89,,,,,
10,TA 1,0,3,1.98,dimethyl sulfide,96.75,,,,,
10,TA 1,0,3,1.98,2-propanol,93.94,,,,,
10,TA 1,0,3,1.98,2-Methyl-2-propanol,93.86,,,,,
10,TA 1,0,3,1.98,"butane-2,3-dione",93.86,,,,,
10,TA 1,0,3,1.98,Butanal,93.24,,,,,
10,TA 1,0,3,1.98,3-Buten-2-one,92.48,,,,,
10,TA 1,0,3,1.98,butan-2-one,91.04,,,,,
10,TA 1,0,3,1.98,vinyl acetate,90.8,,,,,
10,TA 1,0,3,1.98,Chloroform,98.4,,,,,
10,TA 1,0,3,1.98,"Methane, bromochloro-",97.68,,,,,
10,TA 1,0,3,1.98,"Ethene, 1,2-dichloro, (Z)-",96.16,,,,,
10,TA 1,0,3,1.98,Methyl propanoate,95.88,,,,,
10,TA 1,0,3,1.98,Methyl 2-propenoate,95.86,,,,,
10,TA 1,0,3,1.98,Propyl acetate,58.44,,,,,
10,TA 1,0,3,1.98,methyl methacrylate,58.14,,,,,
10,TA 1,0,3,1.98,"1,2-Dichloropropane",57.8,,,,,
10,TA 1,0,3,1.98,"1,4-dioxane",57.77,,,,,
10,TA 1,0,3,1.98,Butanethiol,57.7,,,,,
10,TA 1,0,3,1.98,methyl methacrylate,90.43,,,,,
10,TA 1,0,3,1.98,Propyl acetate,89.97,,,,,
10,TA 1,0,3,1.98,"1,4-dioxane",89.86,,,,,
10,TA 1,0,3,1.98,"Methane, bromodichloro-",89.53,,,,,
10,TA 1,0,3,1.98,Methyl butanoate,89.28,,,,,
10,TA 1,0,3,1.98,EDB,85.75,,,,,
10,TA 1,0,3,1.98,2-hexanol,85.73,,,,,
10,TA 1,0,3,1.98,Dibromochloromethane,85.36,,,,,
10,TA 1,0,3,1.98,3-hexanol,85.26,,,,,
10,TA 1,0,3,1.98,(Z)-3-hexenal,85.21,,,,,
10,TA 1,0,3,1.98,2-methylpropanoic acid,80.47,,,,,
10,TA 1,0,3,1.98,"Formamide, N,N-dimethyl-",78.87,,,,,
10,TA 1,0,3,1.98,"2,3-Butanediol",78.51,,,,,
10,TA 1,0,3,1.98,Butyl 2-propenoate,74.66,,,,,
10,TA 1,0,3,1.98,"2-Pentanone, 3-mercapto-",74.57,,,,,
10,TA 1,0,3,1.98,pentanoic acid,98.99,,,,,
10,TA 1,0,3,1.98,Undecane,96.03,,,,,
10,TA 1,0,3,1.98,3-mercapto-4-methyl-2-pentanone,95.02,,,,,
10,TA 1,0,3,1.98,gamma-Terpinene,89.28,,,,,
10,TA 1,0,3,1.98,Butylbenzene,89.06,,,,,
10,TA 1,0,3,1.98,terpinolene,96.98,,,,,
10,TA 1,0,3,1.98,"2-ethyl-3,6-dimethylpyrazine",96.13,,,,,
10,TA 1,0,3,1.98,"2,4-Dimethyl-5-ethylthiazole",95.54,,,,,
10,TA 1,0,3,1.98,"2-Ethyl-5,6-dimethylpyrazine",95.17,,,,,
10,TA 1,0,3,1.98,Undecane,94.89,,,,,
10,TA 1,0,3,1.98,"2-Hydroxy-3,4-dimethyl-2-cyclopenten-1-one",91.81,,,,,
10,TA 1,0,3,1.98,Acetophenone,91.47,,,,,
10,TA 1,0,3,1.98,3-Nonanol,91.38,,,,,
10,TA 1,0,3,1.98,"(E,E)-3,5-octadien-2-one",91.27,,,,,
10,TA 1,0,3,1.98,"1,2-Cyclopentanedione, 3,4-dimethyl-",91.09,,,,,
10,TA 1,0,3,1.98,6-decenal,84.27,,,,,
10,TA 1,0,3,1.98,2-Decanol,84.06,,,,,
10,TA 1,0,3,1.98,2-Decanone,83.91,,,,,
10,TA 1,0,3,1.98,6-decenal,84.27,,,,,
10,TA 1,0,3,1.98,Decanal,83.8,,,,,
10,TA 1,0,3,1.98,Methyl salicylate,94.63,,,,,
10,TA 1,0,3,1.98,p-methylacetophenone,93.46,,,,,
10,TA 1,0,3,1.98,2-Decanol,93.43,,,,,
10,TA 1,0,3,1.98,6-decenal,93.24,,,,,
10,TA 1,0,3,1.98,"5,6,7,8-tetrahydroquinoxaline",93.04,,,,,
10,TA 1,0,3,1.98,"Tetradecane, 7-methyl",84.61,,,,,
10,TA 1,0,3,1.98,Tetradecane,84.44,,,,,
